 a		phi		phidot		fde
    0.329385E-04    0.155000E+00   -0.491826-134    0.914788-134
    0.330449E-04    0.155000E+00   -0.496542-134    0.926376-134
    0.331516E-04    0.155000E+00   -0.501302-134    0.938110-134
    0.332586E-04    0.155000E+00   -0.506108-134    0.949991-134
    0.333660E-04    0.155000E+00   -0.510960-134    0.962022-134
    0.334738E-04    0.155000E+00   -0.515859-134    0.974205-134
    0.335819E-04    0.155000E+00   -0.520804-134    0.986541-134
    0.336903E-04    0.155000E+00   -0.525796-134    0.999032-134
    0.337992E-04    0.155000E+00   -0.530836-134    0.101168-133
    0.339083E-04    0.155000E+00   -0.535923-134    0.102449-133
    0.340178E-04    0.155000E+00   -0.541060-134    0.103746-133
    0.341277E-04    0.155000E+00   -0.546245-134    0.105059-133
    0.342379E-04    0.155000E+00   -0.551480-134    0.106389-133
    0.343485E-04    0.155000E+00   -0.556765-134    0.107735-133
    0.344594E-04    0.155000E+00   -0.562101-134    0.109099-133
    0.345707E-04    0.155000E+00   -0.567487-134    0.110479-133
    0.346823E-04    0.155000E+00   -0.572924-134    0.111877-133
    0.347943E-04    0.155000E+00   -0.578414-134    0.113292-133
    0.349067E-04    0.155000E+00   -0.583956-134    0.114726-133
    0.350194E-04    0.155000E+00   -0.589550-134    0.116177-133
    0.351325E-04    0.155000E+00   -0.595198-134    0.117647-133
    0.352460E-04    0.155000E+00   -0.600900-134    0.119135-133
    0.353598E-04    0.155000E+00   -0.606657-134    0.120641-133
    0.354740E-04    0.155000E+00   -0.612468-134    0.122167-133
    0.355885E-04    0.155000E+00   -0.618335-134    0.123712-133
    0.357035E-04    0.155000E+00   -0.624257-134    0.125276-133
    0.358188E-04    0.155000E+00   -0.630236-134    0.126860-133
    0.359345E-04    0.155000E+00   -0.636272-134    0.128464-133
    0.360505E-04    0.155000E+00   -0.642366-134    0.130088-133
    0.361669E-04    0.155000E+00   -0.648517-134    0.131733-133
    0.362837E-04    0.155000E+00   -0.654728-134    0.133398-133
    0.364009E-04    0.155000E+00   -0.660997-134    0.135084-133
    0.365185E-04    0.155000E+00   -0.667326-134    0.136791-133
    0.366364E-04    0.155000E+00   -0.673716-134    0.138519-133
    0.367547E-04    0.155000E+00   -0.680166-134    0.140270-133
    0.368734E-04    0.155000E+00   -0.686678-134    0.142042-133
    0.369925E-04    0.155000E+00   -0.693252-134    0.143836-133
    0.371120E-04    0.155000E+00   -0.699889-134    0.145653-133
    0.372318E-04    0.155000E+00   -0.706589-134    0.147493-133
    0.373521E-04    0.155000E+00   -0.713352-134    0.149356-133
    0.374727E-04    0.155000E+00   -0.720180-134    0.151243-133
    0.375937E-04    0.155000E+00   -0.727074-134    0.153153-133
    0.377151E-04    0.155000E+00   -0.734032-134    0.155086-133
    0.378369E-04    0.155000E+00   -0.741058-134    0.157045-133
    0.379591E-04    0.155000E+00   -0.748150-134    0.159028-133
    0.380817E-04    0.155000E+00   -0.755309-134    0.161035-133
    0.382047E-04    0.155000E+00   -0.762537-134    0.163068-133
    0.383280E-04    0.155000E+00   -0.769833-134    0.165126-133
    0.384518E-04    0.155000E+00   -0.777200-134    0.167211-133
    0.385760E-04    0.155000E+00   -0.784636-134    0.169321-133
    0.387006E-04    0.155000E+00   -0.792143-134    0.171458-133
    0.388256E-04    0.155000E+00   -0.799721-134    0.173621-133
    0.389510E-04    0.155000E+00   -0.807372-134    0.175812-133
    0.390767E-04    0.155000E+00   -0.815095-134    0.178030-133
    0.392029E-04    0.155000E+00   -0.822892-134    0.180276-133
    0.393295E-04    0.155000E+00   -0.830763-134    0.182550-133
    0.394566E-04    0.155000E+00   -0.838710-134    0.184852-133
    0.395840E-04    0.155000E+00   -0.846731-134    0.187184-133
    0.397118E-04    0.155000E+00   -0.854829-134    0.189544-133
    0.398401E-04    0.155000E+00   -0.863004-134    0.191934-133
    0.399687E-04    0.155000E+00   -0.871257-134    0.194355-133
    0.400978E-04    0.155000E+00   -0.879589-134    0.196805-133
    0.402273E-04    0.155000E+00   -0.888000-134    0.199286-133
    0.403572E-04    0.155000E+00   -0.896490-134    0.201798-133
    0.404875E-04    0.155000E+00   -0.905062-134    0.204342-133
    0.406183E-04    0.155000E+00   -0.913715-134    0.206917-133
    0.407495E-04    0.155000E+00   -0.922450-134    0.209525-133
    0.408811E-04    0.155000E+00   -0.931269-134    0.212165-133
    0.410131E-04    0.155000E+00   -0.940171-134    0.214839-133
    0.411455E-04    0.155000E+00   -0.949158-134    0.217546-133
    0.412784E-04    0.155000E+00   -0.958230-134    0.220286-133
    0.414117E-04    0.155000E+00   -0.967389-134    0.223061-133
    0.415455E-04    0.155000E+00   -0.976635-134    0.225871-133
    0.416796E-04    0.155000E+00   -0.985968-134    0.228716-133
    0.418142E-04    0.155000E+00   -0.995391-134    0.231596-133
    0.419493E-04    0.155000E+00   -0.100490-133    0.234513-133
    0.420848E-04    0.155000E+00   -0.101451-133    0.237466-133
    0.422207E-04    0.155000E+00   -0.102420-133    0.240455-133
    0.423570E-04    0.155000E+00   -0.103398-133    0.243483-133
    0.424938E-04    0.155000E+00   -0.104386-133    0.246548-133
    0.426310E-04    0.155000E+00   -0.105384-133    0.249651-133
    0.427687E-04    0.155000E+00   -0.106390-133    0.252793-133
    0.429068E-04    0.155000E+00   -0.107407-133    0.255975-133
    0.430454E-04    0.155000E+00   -0.108433-133    0.259196-133
    0.431844E-04    0.155000E+00   -0.109468-133    0.262457-133
    0.433239E-04    0.155000E+00   -0.110514-133    0.265759-133
    0.434638E-04    0.155000E+00   -0.111569-133    0.269103-133
    0.436042E-04    0.155000E+00   -0.112635-133    0.272488-133
    0.437450E-04    0.155000E+00   -0.113711-133    0.275915-133
    0.438862E-04    0.155000E+00   -0.114796-133    0.279385-133
    0.440280E-04    0.155000E+00   -0.115893-133    0.282899-133
    0.441702E-04    0.155000E+00   -0.116999-133    0.286456-133
    0.443128E-04    0.155000E+00   -0.118116-133    0.290058-133
    0.444559E-04    0.155000E+00   -0.119244-133    0.293705-133
    0.445995E-04    0.155000E+00   -0.120382-133    0.297397-133
    0.447435E-04    0.155000E+00   -0.121532-133    0.301136-133
    0.448880E-04    0.155000E+00   -0.122692-133    0.304921-133
    0.450330E-04    0.155000E+00   -0.123863-133    0.308753-133
    0.451784E-04    0.155000E+00   -0.125045-133    0.312633-133
    0.453243E-04    0.155000E+00   -0.126239-133    0.316561-133
    0.454707E-04    0.155000E+00   -0.127443-133    0.320539-133
    0.456175E-04    0.155000E+00   -0.128660-133    0.324566-133
    0.457649E-04    0.155000E+00   -0.129887-133    0.328643-133
    0.459127E-04    0.155000E+00   -0.131127-133    0.332771-133
    0.460609E-04    0.155000E+00   -0.132378-133    0.336950-133
    0.462097E-04    0.155000E+00   -0.133641-133    0.341182-133
    0.463589E-04    0.155000E+00   -0.134916-133    0.345466-133
    0.465086E-04    0.155000E+00   -0.136203-133    0.349804-133
    0.466588E-04    0.155000E+00   -0.137503-133    0.354196-133
    0.468095E-04    0.155000E+00   -0.138814-133    0.358642-133
    0.469607E-04    0.155000E+00   -0.140138-133    0.363144-133
    0.471123E-04    0.155000E+00   -0.141475-133    0.367702-133
    0.472645E-04    0.155000E+00   -0.142824-133    0.372317-133
    0.474171E-04    0.155000E+00   -0.144187-133    0.376989-133
    0.475703E-04    0.155000E+00   -0.145562-133    0.381719-133
    0.477239E-04    0.155000E+00   -0.146950-133    0.386508-133
    0.478780E-04    0.155000E+00   -0.148351-133    0.391357-133
    0.480326E-04    0.155000E+00   -0.149766-133    0.396267-133
    0.481877E-04    0.155000E+00   -0.151194-133    0.401237-133
    0.483434E-04    0.155000E+00   -0.152635-133    0.406269-133
    0.484995E-04    0.155000E+00   -0.154090-133    0.411364-133
    0.486561E-04    0.155000E+00   -0.155559-133    0.416522-133
    0.488132E-04    0.155000E+00   -0.157042-133    0.421744-133
    0.489709E-04    0.155000E+00   -0.158539-133    0.427032-133
    0.491290E-04    0.155000E+00   -0.160050-133    0.432385-133
    0.492877E-04    0.155000E+00   -0.161575-133    0.437804-133
    0.494469E-04    0.155000E+00   -0.163115-133    0.443291-133
    0.496066E-04    0.155000E+00   -0.164670-133    0.448846-133
    0.497668E-04    0.155000E+00   -0.166239-133    0.454471-133
    0.499275E-04    0.155000E+00   -0.167823-133    0.460165-133
    0.500887E-04    0.155000E+00   -0.169422-133    0.465930-133
    0.502505E-04    0.155000E+00   -0.171036-133    0.471766-133
    0.504128E-04    0.155000E+00   -0.172666-133    0.477675-133
    0.505756E-04    0.155000E+00   -0.174311-133    0.483658-133
    0.507389E-04    0.155000E+00   -0.175971-133    0.489715-133
    0.509028E-04    0.155000E+00   -0.177647-133    0.495847-133
    0.510672E-04    0.155000E+00   -0.179339-133    0.502055-133
    0.512321E-04    0.155000E+00   -0.181047-133    0.508340-133
    0.513975E-04    0.155000E+00   -0.182772-133    0.514704-133
    0.515635E-04    0.155000E+00   -0.184512-133    0.521146-133
    0.517300E-04    0.155000E+00   -0.186269-133    0.527668-133
    0.518971E-04    0.155000E+00   -0.188043-133    0.534271-133
    0.520647E-04    0.155000E+00   -0.189833-133    0.540957-133
    0.522328E-04    0.155000E+00   -0.191641-133    0.547725-133
    0.524015E-04    0.155000E+00   -0.193465-133    0.554577-133
    0.525707E-04    0.155000E+00   -0.195307-133    0.561514-133
    0.527405E-04    0.155000E+00   -0.197166-133    0.568537-133
    0.529108E-04    0.155000E+00   -0.199043-133    0.575647-133
    0.530817E-04    0.155000E+00   -0.200938-133    0.582846-133
    0.532531E-04    0.155000E+00   -0.202850-133    0.590133-133
    0.534251E-04    0.155000E+00   -0.204781-133    0.597511-133
    0.535977E-04    0.155000E+00   -0.206729-133    0.604981-133
    0.537708E-04    0.155000E+00   -0.208697-133    0.612543-133
    0.539444E-04    0.155000E+00   -0.210682-133    0.620199-133
    0.541186E-04    0.155000E+00   -0.212687-133    0.627949-133
    0.542934E-04    0.155000E+00   -0.214711-133    0.635796-133
    0.544687E-04    0.155000E+00   -0.216753-133    0.643740-133
    0.546446E-04    0.155000E+00   -0.218815-133    0.651782-133
    0.548211E-04    0.155000E+00   -0.220897-133    0.659924-133
    0.549981E-04    0.155000E+00   -0.222998-133    0.668166-133
    0.551758E-04    0.155000E+00   -0.225119-133    0.676511-133
    0.553540E-04    0.155000E+00   -0.227260-133    0.684959-133
    0.555327E-04    0.155000E+00   -0.229421-133    0.693512-133
    0.557121E-04    0.155000E+00   -0.231603-133    0.702170-133
    0.558920E-04    0.155000E+00   -0.233805-133    0.710936-133
    0.560725E-04    0.155000E+00   -0.236028-133    0.719810-133
    0.562536E-04    0.155000E+00   -0.238272-133    0.728793-133
    0.564352E-04    0.155000E+00   -0.240538-133    0.737888-133
    0.566175E-04    0.155000E+00   -0.242824-133    0.747096-133
    0.568003E-04    0.155000E+00   -0.245133-133    0.756417-133
    0.569838E-04    0.155000E+00   -0.247463-133    0.765854-133
    0.571678E-04    0.155000E+00   -0.249815-133    0.775407-133
    0.573524E-04    0.155000E+00   -0.252189-133    0.785078-133
    0.575376E-04    0.155000E+00   -0.254586-133    0.794869-133
    0.577234E-04    0.155000E+00   -0.257005-133    0.804781-133
    0.579099E-04    0.155000E+00   -0.259447-133    0.814815-133
    0.580969E-04    0.155000E+00   -0.261912-133    0.824974-133
    0.582845E-04    0.155000E+00   -0.264401-133    0.835257-133
    0.584727E-04    0.155000E+00   -0.266913-133    0.845668-133
    0.586616E-04    0.155000E+00   -0.269449-133    0.856208-133
    0.588510E-04    0.155000E+00   -0.272008-133    0.866877-133
    0.590411E-04    0.155000E+00   -0.274592-133    0.877679-133
    0.592317E-04    0.155000E+00   -0.277200-133    0.888613-133
    0.594230E-04    0.155000E+00   -0.279833-133    0.899683-133
    0.596149E-04    0.155000E+00   -0.282490-133    0.910889-133
    0.598075E-04    0.155000E+00   -0.285173-133    0.922234-133
    0.600006E-04    0.155000E+00   -0.287881-133    0.933718-133
    0.601944E-04    0.155000E+00   -0.290614-133    0.945344-133
    0.603888E-04    0.155000E+00   -0.293373-133    0.957114-133
    0.605838E-04    0.155000E+00   -0.296159-133    0.969029-133
    0.607794E-04    0.155000E+00   -0.298970-133    0.981090-133
    0.609757E-04    0.155000E+00   -0.301808-133    0.993301-133
    0.611727E-04    0.155000E+00   -0.304673-133    0.100566-132
    0.613702E-04    0.155000E+00   -0.307565-133    0.101817-132
    0.615684E-04    0.155000E+00   -0.310484-133    0.103084-132
    0.617672E-04    0.155000E+00   -0.313430-133    0.104367-132
    0.619667E-04    0.155000E+00   -0.316404-133    0.105665-132
    0.621668E-04    0.155000E+00   -0.319407-133    0.106979-132
    0.623676E-04    0.155000E+00   -0.322437-133    0.108309-132
    0.625690E-04    0.155000E+00   -0.325496-133    0.109656-132
    0.627711E-04    0.155000E+00   -0.328584-133    0.111019-132
    0.629738E-04    0.155000E+00   -0.331701-133    0.112399-132
    0.631772E-04    0.155000E+00   -0.334848-133    0.113796-132
    0.633812E-04    0.155000E+00   -0.338024-133    0.115211-132
    0.635859E-04    0.155000E+00   -0.341230-133    0.116642-132
    0.637912E-04    0.155000E+00   -0.344466-133    0.118092-132
    0.639972E-04    0.155000E+00   -0.347732-133    0.119559-132
    0.642039E-04    0.155000E+00   -0.351030-133    0.121044-132
    0.644113E-04    0.155000E+00   -0.354358-133    0.122548-132
    0.646193E-04    0.155000E+00   -0.357718-133    0.124070-132
    0.648280E-04    0.155000E+00   -0.361109-133    0.125610-132
    0.650373E-04    0.155000E+00   -0.364532-133    0.127170-132
    0.652474E-04    0.155000E+00   -0.367988-133    0.128749-132
    0.654581E-04    0.155000E+00   -0.371476-133    0.130347-132
    0.656695E-04    0.155000E+00   -0.374996-133    0.131965-132
    0.658815E-04    0.155000E+00   -0.378550-133    0.133602-132
    0.660943E-04    0.155000E+00   -0.382137-133    0.135260-132
    0.663078E-04    0.155000E+00   -0.385759-133    0.136938-132
    0.665219E-04    0.155000E+00   -0.389414-133    0.138637-132
    0.667367E-04    0.155000E+00   -0.393103-133    0.140357-132
    0.669522E-04    0.155000E+00   -0.396827-133    0.142098-132
    0.671685E-04    0.155000E+00   -0.400586-133    0.143860-132
    0.673854E-04    0.155000E+00   -0.404381-133    0.145644-132
    0.676030E-04    0.155000E+00   -0.408211-133    0.147449-132
    0.678213E-04    0.155000E+00   -0.412077-133    0.149277-132
    0.680404E-04    0.155000E+00   -0.415980-133    0.151127-132
    0.682601E-04    0.155000E+00   -0.419919-133    0.153000-132
    0.684805E-04    0.155000E+00   -0.423895-133    0.154896-132
    0.687017E-04    0.155000E+00   -0.427909-133    0.156816-132
    0.689236E-04    0.155000E+00   -0.431960-133    0.158758-132
    0.691461E-04    0.155000E+00   -0.436050-133    0.160725-132
    0.693694E-04    0.155000E+00   -0.440177-133    0.162716-132
    0.695935E-04    0.155000E+00   -0.444344-133    0.164731-132
    0.698182E-04    0.155000E+00   -0.448550-133    0.166770-132
    0.700437E-04    0.155000E+00   -0.452795-133    0.168835-132
    0.702699E-04    0.155000E+00   -0.457080-133    0.170925-132
    0.704968E-04    0.155000E+00   -0.461405-133    0.173041-132
    0.707245E-04    0.155000E+00   -0.465771-133    0.175182-132
    0.709529E-04    0.155000E+00   -0.470178-133    0.177350-132
    0.711820E-04    0.155000E+00   -0.474626-133    0.179545-132
    0.714119E-04    0.155000E+00   -0.479116-133    0.181766-132
    0.716425E-04    0.155000E+00   -0.483648-133    0.184014-132
    0.718739E-04    0.155000E+00   -0.488223-133    0.186290-132
    0.721060E-04    0.155000E+00   -0.492841-133    0.188594-132
    0.723389E-04    0.155000E+00   -0.497502-133    0.190926-132
    0.725725E-04    0.155000E+00   -0.502206-133    0.193286-132
    0.728069E-04    0.155000E+00   -0.506955-133    0.195675-132
    0.730420E-04    0.155000E+00   -0.511748-133    0.198094-132
    0.732779E-04    0.155000E+00   -0.516587-133    0.200542-132
    0.735145E-04    0.155000E+00   -0.521470-133    0.203020-132
    0.737520E-04    0.155000E+00   -0.526400-133    0.205529-132
    0.739901E-04    0.155000E+00   -0.531375-133    0.208068-132
    0.742291E-04    0.155000E+00   -0.536398-133    0.210638-132
    0.744688E-04    0.155000E+00   -0.541467-133    0.213239-132
    0.747093E-04    0.155000E+00   -0.546584-133    0.215872-132
    0.749506E-04    0.155000E+00   -0.551749-133    0.218538-132
